Var1;Var2;Var3;Var4
rxn04159_c0;R543;cpd00006_c0;NADP_c0
rxn01674_c0;R543;cpd00067_c0;H+_c0
rxn04162_c0;R543;cpd00067_c0;H+_c0
rxn00278_c0;R543;cpd00067_c0;H+_c0
rxn01211_c0;R543;cpd00067_c0;H+_c0
rxn00929_c0;R543;cpd00067_c0;H+_c0
rxn01510_c0;R543;cpd00067_c0;H+_c0
rxn00781_c0;R543;cpd00067_c0;H+_c0
rxn05289_c0;R543;cpd00006_c0;NADP_c0
rxn00083_c0;R543;cpd00006_c0;NADP_c0
rxn03004_c0;R543;cpd00067_c0;H+_c0
rxn01301_c0;R543;cpd00067_c0;H+_c0
rxn00148_c0;R543;cpd00067_c0;H+_c0
rxn01109_c0;R543;cpd00067_c0;H+_c0
rxn02929_c0;R543;cpd00067_c0;H+_c0
rxn00085_c0;R543;cpd00067_c0;H+_c0
rxn01679_c0;R543;cpd00067_c0;H+_c0
rxn02716_c0;R543;cpd00067_c0;H+_c0
rxn01706_c0;R543;cpd00067_c0;H+_c0
rxn07441_c0;R543;cpd00067_c0;H+_c0
rxn39452__DASH__c0_c0;R543;cpd00067_c0;H+_c0
rxn10060_c0;R543;cpd00067_c0,cpd00006_c0;H+_c0,NADP_c0
rxn00077_c0;R543;cpd00067_c0,cpd00006_c0;H+_c0,NADP_c0
rxn00712_c0;R543;cpd00067_c0;H+_c0
rxn01129_c0;R543;cpd00067_c0;H+_c0
rxn01108_c0;R543;cpd00067_c0;H+_c0
rxn39451__DASH__c0_c0;R543;cpd00067_c0;H+_c0
rxn01705_c0;R543;cpd00067_c0;H+_c0
rxn00184_c0;R543;cpd00067_c0;H+_c0
rxn00782_c0;R543;cpd00067_c0;H+_c0
rxn12822_c0;R543;cpd00067_c0,cpd11620_c0;H+_c0,Reducedferredoxin_c0
rxn00931_c0;R543;cpd00067_c0;H+_c0
rxn01302_c0;R543;cpd00067_c0;H+_c0
rxn15947_c0;R543;cpd00006_c0;NADP_c0
rxn00612_c0;R543;cpd00067_c0;H+_c0
rxn10481_c0;R543;cpd00067_c0;H+_c0
rxn05155_c0;R543;cpd00067_c0;H+_c0
